code;label;parent
B18.19;"Hépatite virale chronique B sans agent delta - \"" phase autre et non spécifiée \""";B18.1
B18.2;Hépatite virale chronique C;B18
B18.8;Autres hépatites virales chroniques;B18
B18.9;Hépatite virale chronique, sans précision;B18
B19;Hépatite virale, sans précision;B15-B19
B19.0;Hépatite virale, sans précision, avec coma hépatique;B19
B19.9;Hépatite virale, sans précision, sans coma hépatique;B19
B20-B24;Maladies dues au virus de l'immunodéficience humaine [VIH];01
B20;Immunodéficience humaine virale [VIH], à l'origine de maladies infectieuses et parasitaires;B20-B24
B20.0;Maladie par VIH à l'origine d'une infection mycobactérienne;B20
B20.1;Maladie par VIH à l'origine d'autres infections bactériennes;B20
B20.2;Maladie par VIH à l'origine d'infections à cytomégalovirus;B20
B20.3;Maladie par VIH à l'origine d'autres infections virales;B20
B20.4;Maladie par VIH à l'origine de candidose;B20
B20.5;Maladie par VIH à l'origine d'autres mycoses;B20
B20.6;Maladie par VIH à l'origine de pneumopathie à Pneumocystis carinii;B20
B20.7;Maladie par VIH à l'origine d'infections multiples;B20
B20.8;Maladie par VIH à l'origine d'autres maladies infectieuses et parasitaires;B20
B20.9;Maladie par VIH à l'origine d'une maladie infectieuse ou parasitaire non précisée;B20
B21;Immunodéficience humaine virale [VIH], à l'origine de tumeurs malignes;B20-B24
B21.0;Maladie par VIH à l'origine d'un sarcome de Kaposi;B21
B21.1;Maladie par VIH à l'origine d'un lymphome de Burkitt;B21
B21.2;Maladie par VIH à l'origine d'autres lymphomes non hodgkiniens;B21
B21.3;Maladie par VIH à l'origine d'autres tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés;B21
B21.7;Maladie par VIH à l'origine de tumeurs malignes multiples;B21
B21.8;Maladie par VIH à l'origine d'autres tumeurs malignes;B21
B21.9;Maladie par VIH à l'origine d'une tumeur maligne, sans précision;B21
B22;Immunodéficience humaine virale [VIH], à l'origine d'autres affections précisées;B20-B24
B22.0;Maladie par VIH à l'origine d'une encéphalopathie;B22
B22.1;Maladie par VIH à l'origine d'une pneumopathie lymphoïde interstitielle;B22
B22.2;Maladie par VIH à l'origine d'un syndrome cachectique;B22
B22.7;Maladie par VIH à l'origine de maladies multiples classées ailleurs;B22
B23;Immunodéficience humaine virale [VIH], à l'origine d'autres maladies;B20-B24
B23.0;Syndrome d'infection aigüe par VIH;B23
B23.1;Maladie par VIH à l'origine d'adénopathies généralisées (persistantes);B23
B23.2;Maladie par VIH à l'origine d'anomalies hématologiques et immunologiques, non classées ailleurs;B23
B23.8;Maladie par VIH à l'origine d'autres états précisés;B23
B24;Immunodéficience humaine virale [VIH], sans précision;B20-B24
B24.+0;Pré-SIDA [ARC], sans précision;B24
B24.+1;SIDA avéré, sans précision;B24
B24.+9;Infection par le VIH, sans précision;B24
B25-B34;Autres maladies virales;01
B25;Maladie à cytomégalovirus;B25-B34
B25.0;Pneumopathie à cytomégalovirus;B25
B25.1;Hépatite à cytomégalovirus;B25
B25.2;Pancréatite à cytomégalovirus;B25
B25.8;Autres maladies à cytomégalovirus;B25
B25.9;Maladie à cytomégalovirus, sans précision;B25
B26;Oreillons;B25-B34
B26.0;Orchite ourlienne;B26
B26.1;Méningite ourlienne;B26
B26.2;Encéphalite ourlienne;B26
B26.3;Pancréatite ourlienne;B26
B26.8;Oreillons avec autres complications;B26
B26.9;Oreillons sans complication;B26
B27;Mononucléose infectieuse;B25-B34
B27.0;Mononucléose due à herpèsvirus gamma;B27
B27.1;Mononucléose à cytomégalovirus;B27
B27.8;Autres mononucléoses infectieuses;B27
B27.9;Mononucléose infectieuse, sans précision;B27
B30;Conjonctivite virale;B25-B34
B30.0;Kératoconjonctivite due à un adénovirus;B30
B30.1;Conjonctivite due à un adénovirus;B30
B30.2;Pharyngoconjonctivite virale;B30
B30.3;Conjonctivite hémorragique aigüe épidémique (entérovirale);B30
B30.8;Autres conjonctivites virales;B30
B30.9;Conjonctivite virale, sans précision;B30
B33;Autres maladies à virus, non classées ailleurs;B25-B34
B33.0;Myalgie épidémique;B33
B33.1;Maladie de la Ross River;B33
B33.2;Cardite virale;B33
B33.3;Infections à rétrovirus, non classées ailleurs;B33
B33.4;Syndrome (cardio)pulmonaire à virus Hanta [hantavirus] [SPH] [SCPH];B33
B33.8;Autres maladies à virus précisées;B33
B34;Infection virale, siège non précisé;B25-B34
B34.0;Infection adénovirale, siège non précisé;B34
B34.1;Infection entérovirale, siège non précisé;B34
B34.2;Infection coronavirale, siège non précisé;B34
B34.3;Infection parvovirale, siège non précisé;B34
B34.4;Infection papovavirale, siège non précisé;B34
B34.8;Autres infections virales, siège non précisé;B34
B34.9;Infection virale, sans précision;B34
B35-B49;Mycoses;01
B35;Dermatophytose;B35-B49
B35.0;Teigne de la barbe et du cuir chevelu;B35
B35.1;Teigne de l'ongle;B35
B35.2;Teigne de la main;B35
B35.3;Teigne du pied;B35
B35.4;Teigne de la peau glabre;B35
B35.5;Teigne imbriquée;B35
B35.6;Dermatophytose inguinocrurale [Tinea cruris];B35
B35.8;Autres dermatophytoses;B35
B35.9;Dermatophytose, sans précision;B35
B36;Autres mycoses superficielles;B35-B49
B36.0;Pityriasis versicolor;B36
B36.1;Tinea nigra;B36
B36.2;Piedra blanche;B36
B36.3;Piedra noire;B36
B36.8;Autres mycoses superficielles précisées;B36
B36.9;Mycose superficielle, sans précision;B36
B37;Candidose;B35-B49
B37.0;Stomatite à Candida;B37
B37.1;Candidose pulmonaire;B37
B37.2;Candidose de la peau et des ongles;B37
B37.3;Candidose de la vulve et du vagin;B37
B37.4;Candidose d'autres localisations urogénitales;B37
B37.5;Méningite à Candida;B37
B37.6;Endocardite à Candida;B37
B37.7;Sepsis à Candida;B37
B37.8;Autres localisations de candidose;B37
B37.9;Candidose, sans précision;B37
B38;Coccidioïdomycose;B35-B49
B38.0;Coccidioïdomycose pulmonaire aigüe;B38
B38.1;Coccidioïdomycose pulmonaire chronique;B38
B38.2;Coccidioïdomycose pulmonaire, sans précision;B38
B38.3;Coccidioïdomycose cutanée;B38
B38.4;Méningite à coccidioïdomycose;B38
B38.7;Coccidioïdomycose disséminée;B38
B38.8;Autres formes de coccidioïdomycose;B38
B38.9;Coccidioïdomycose, sans précision;B38
B39;Histoplasmose;B35-B49
B39.0;Histoplasmose pulmonaire aigüe à Histoplasma capsulatum;B39
B39.1;Histoplasmose pulmonaire chronique à Histoplasma capsulatum;B39
B39.2;Histoplasmose pulmonaire à Histoplasma capsulatum, sans précision;B39
B39.3;Histoplasmose disséminée à Histoplasma capsulatum;B39
B39.4;Histoplasmose à Histoplasma capsulatum, sans précision;B39
B39.5;Histoplasmose à Histoplasma duboisii;B39
B39.9;Histoplasmose, sans précision;B39
B40;Blastomycose;B35-B49
B40.0;Blastomycose pulmonaire aigüe;B40
B40.1;Blastomycose pulmonaire chronique;B40
B40.2;Blastomycose pulmonaire, sans précision;B40
B40.3;Blastomycose cutanée;B40
B40.7;Blastomycose disséminée;B40
B40.8;Autres formes de blastomycose;B40
B40.9;Blastomycose, sans précision;B40
B41;Paracoccidioïdomycose;B35-B49
B41.0;Paracoccidioïdomycose pulmonaire;B41
B41.7;Paracoccidioïdomycose disséminée;B41
B41.8;Autres formes de paracoccidioïdomycose;B41
B41.9;Paracoccidioïdomycose, sans précision;B41
B42;Sporotrichose;B35-B49
B42.0;Sporotrichose pulmonaire;B42
B42.1;Sporotrichose lymphocutanée;B42
B42.7;Sporotrichose disséminée;B42
B42.8;Autres formes de sporotrichose;B42
B42.9;Sporotrichose, sans précision;B42
B43;Chromomycose [chromoblastomycose] et abcès phæohyphomycosique;B35-B49
B43.0;Chromomycose cutanée;B43
B43.1;Abcès phæohyphomycosique du cerveau;B43
B43.2;Abcès et kyste phæohyphomycosiques souscutanés;B43
B43.8;Autres formes de chromomycose;B43
B43.9;Chromomycose, sans précision;B43
B44;Aspergillose;B35-B49
B44.0;Aspergillose pulmonaire invasive;B44
B44.1;Autres aspergilloses pulmonaires;B44
B44.2;Aspergillose amygdalienne;B44
B44.7;Aspergillose disséminée;B44
B44.8;Autres formes d'aspergillose;B44
B44.9;Aspergillose, sans précision;B44
B45;Cryptococcose;B35-B49
B45.0;Cryptococcose pulmonaire;B45
B45.1;Cryptococcose cérébrale;B45
B45.2;Cryptococcose cutanée;B45
B45.3;Cryptococcose osseuse;B45
B45.7;Cryptococcose disséminée;B45
B45.8;Autres formes de cryptococcose;B45
B45.9;Cryptococcose, sans précision;B45
B46;Zygomycose;B35-B49
B46.0;Mucormycose pulmonaire;B46
B46.1;Mucormycose rhinocérébrale;B46
B46.2;Mucormycose gastro-intestinale;B46
B46.3;Mucormycose cutanée;B46
B46.4;Mucormycose disséminée;B46
B46.5;Mucormycose, sans précision;B46
B46.8;Autres zygomycoses;B46
B46.9;Zygomycose, sans précision;B46
B47;Mycétome;B35-B49
B47.0;Eumycétome;B47
B47.1;Actinomycétome;B47
B47.9;Mycétome, sans précision;B47
B48;Autres mycoses, non classées ailleurs;B35-B49
B48.0;Lobomycose;B48
B48.1;Rhinosporidose;B48
B48.2;Allescheriase;B48
B48.3;Géotrichose;B48
B48.4;Pénicilliose;B48
B48.5;Pneumocystose;B48
B48.7;Mycoses opportunistes;B48
B48.8;Autres mycoses précisées;B48
B49;Mycose, sans précision;B35-B49
B50-B64;Maladies dues à des protozoaires;01
B50;Paludisme à Plasmodium falciparum;B50-B64
B50.0;Paludisme à Plasmodium falciparum avec complications cérébrales;B50
B50.8;Autres formes sévères et compliquées de paludisme à Plasmodium falciparum;B50
B50.9;Paludisme à Plasmodium falciparum, sans précision;B50
B51;Paludisme à Plasmodium vivax;B50-B64
B51.0;Paludisme à Plasmodium vivax, avec rupture de la rate;B51
B51.8;Paludisme à Plasmodium vivax, avec autres complications;B51
B51.9;Paludisme à Plasmodium vivax, sans complication;B51
B52;Paludisme à Plasmodium malariae;B50-B64
B52.0;Paludisme à Plasmodium malariae, avec atteinte rénale;B52
B52.8;Paludisme à Plasmodium malariae, avec autres complications;B52
B52.9;Paludisme à Plasmodium malariae, sans complication;B52
B53;Autres paludismes confirmés par examen parasitologique;B50-B64
B53.0;Paludisme à Plasmodium ovale;B53
B53.1;Paludisme à plasmodies simiennes;B53
B53.8;Autres paludismes, confirmés par examen parasitologique, non classés ailleurs;B53
B54;Paludisme, sans précision;B50-B64
B55;Leishmaniose;B50-B64
B55.0;Leishmaniose viscérale;B55
B55.1;Leishmaniose cutanée;B55
B55.2;Leishmaniose cutanéomuqueuse;B55
B55.9;Leishmaniose, sans précision;B55
B56;Trypanosomiase africaine;B50-B64
B56.0;Trypanosomiase à Trypanosoma gambiense;B56
B56.1;Trypanosomiase à Trypanosoma rhodesiense;B56
B56.9;Trypanosomiase africaine, sans précision;B56
B57;Maladie de Chagas;B50-B64
B57.0;Forme aigüe de la maladie de Chagas, avec atteinte cardiaque;B57
B57.1;Forme aigüe de la maladie de Chagas, sans atteinte cardiaque;B57
B57.2;Maladie de Chagas (chronique) avec atteinte cardiaque;B57
B57.3;Maladie de Chagas (chronique) avec atteinte de l'appareil digestif;B57
B57.4;Maladie de Chagas (chronique) avec atteinte du système nerveux;B57
B57.5;Maladie de Chagas (chronique) avec atteinte d'autres organes;B57
B58;Toxoplasmose;B50-B64
B58.0;Oculopathie à Toxoplasma;B58
B58.1;Hépatite à Toxoplasma;B58
B58.2;Méningoencéphalite à Toxoplasma;B58
B58.3;Toxoplasmose pulmonaire;B58
B58.8;Toxoplasmose avec atteinte d'autres organes;B58
B58.9;Toxoplasmose, sans précision;B58
B60;Autres maladies dues à des protozoaires, non classées ailleurs;B50-B64
B60.0;Babésiose;B60
B60.1;Acanthamœbiose;B60
B60.2;Nægleriase;B60
B60.8;Autres maladies précisées dues à des protozoaires;B60
B60.80;Microsporidiose extra-intestinale;B60.8
B60.88;Maladie précisée due à d’autres protozoaires;B60.8
B64;Maladie due à des protozoaires, sans précision;B50-B64
B65-B83;Helminthiases;01
B65;Schistosomiase [bilharziose];B65-B83
B65.0;Schistosomiase due à Schistosoma haematobium [schistosomiase urinaire];B65
B65.1;Schistosomiase due à Schistosoma mansoni [schistosomiase intestinale];B65
B65.2;Schistosomiase due à Schistosoma japonicum;B65
B65.3;Dermite cercarienne;B65
B65.8;Autres formes de schistosomiase;B65
B65.9;Schistosomiase, sans précision;B65
B66;Autres infections par douves [distomatoses];B65-B83
B66.0;Opisthorchiase;B66
B66.1;Clonorchiase;B66
B66.2;Dicrocœliase;B66
B66.3;Fasciolase;B66
B66.4;Paragonimiase;B66
B66.5;Fasciolopsiase;B66
B66.8;Autres infections par douves précisées;B66
B66.9;Infection par douves, sans précision;B66
B67;Échinococcose;B65-B83
B67.0;Infection hépatique à Echinococcus granulosus;B67
B67.1;Infection pulmonaire à Echinococcus granulosus;B67
B67.2;Infection osseuse à Echinococcus granulosus;B67
B67.3;Infections à Echinococcus granulosus, autres et à localisations multiples;B67
B67.4;Infection à Echinococcus granulosus, sans précision;B67
B67.5;Infection hépatique à Echinococcus multilocularis;B67
B67.6;Infections à Echinococcus multilocularis, autres et à localisations multiples;B67
B67.7;Infection à Echinococcus multilocularis, sans précision;B67
B67.8;Infection hépatique à Echinococcus, sans précision;B67
B67.9;Infections à Echinococcus, autres et sans précision;B67
B68;Infection à Taenia [téniase];B65-B83
B68.0;Infection à Taenia solium;B68
B68.1;Infection à Taenia saginata;B68
B68.9;Infection à Taenia, sans précision;B68
B69;Cysticercose;B65-B83
B69.0;Cysticercose du système nerveux central;B69
B69.1;Cysticercose de l'œil;B69
B69.8;Cysticercose, autres localisations;B69
B69.9;Cysticercose, sans précision;B69
B70;Diphyllobothriase et sparganose;B65-B83
B70.0;Diphyllobothriase;B70
B70.1;Sparganose;B70
B71;Autres infections à cestodes;B65-B83
B71.0;Hyménolépiase;B71
B71.1;Infection à Dipylidium;B71
B71.8;Autres infections par cestodes, précisées;B71
B71.9;Infection par cestodes, sans précision;B71
B72;Dracunculose;B65-B83
B73;Onchocercose;B65-B83
B74;Filariose;B65-B83
B74.0;Filariose à Wuchereria bancrofti;B74
B74.1;Filariose à Brugia malayi;B74
B74.2;Filariose à Brugia timori;B74
B74.3;Loase;B74
B74.4;Mansonellose;B74
B74.8;Autres filarioses;B74
B74.9;Filariose, sans précision;B74
B75;Trichinose;B65-B83
B76;Ankylostomiase;B65-B83
B76.0;Ankylostomose;B76
B76.1;Nécatorose;B76
B76.8;Autres ankylostomiases;B76
B76.9;Ankylostomiase, sans précision;B76
B77;Ascaridiase;B65-B83
B77.0;Ascaridiase avec complications intestinales;B77
B77.8;Ascaridiase avec autres complications;B77
B77.9;Ascaridiase, sans précision;B77
B78;Anguillulose [strongyloïdose];B65-B83
B78.0;Anguillulose intestinale;B78
B78.1;Anguillulose cutanée;B78
B78.7;Anguillulose disséminée;B78
B78.9;Anguillulose, sans précision;B78
B79;Infection à Trichuris trichiuria;B65-B83
B80;Oxyurose;B65-B83
B81;Autres helminthiases intestinales, non classées ailleurs;B65-B83
B81.0;Anisakiase;B81
B81.1;Capillariose intestinale;B81
B81.2;Trichostrongylose;B81
B81.3;Angiostrongyloïdose [angiostrongylose] intestinale;B81
B81.4;Helminthiases intestinales mixtes;B81
B81.8;Autres helminthiases intestinales précisées;B81
B82;Parasitose intestinale, sans précision;B65-B83
B82.0;Helminthiase intestinale, sans précision;B82
B82.9;Parasitose intestinale, sans précision;B82
B83;Autres helminthiases;B65-B83
B83.0;Larva migrans viscérale;B83
B83.1;Gnathostomiase;B83
B83.2;Angiostrongyloïdose à Parastrongylus cantonensis;B83
B83.3;Syngamose;B83
B83.4;Hirudiniase interne;B83
B83.8;Autres helminthiases précisées;B83
B83.9;Helminthiase, sans précision;B83
B85-B89;Pédiculose, acariase et autres infestations;01
B85;Pédiculose et phtiriase;B85-B89
B85.0;Pédiculose due à Pediculus humanus capitis;B85
B85.1;Pédiculose due à Pediculus humanus corporis;B85
B85.2;Pédiculose, sans précision;B85
B85.3;Phtiriase;B85
B85.4;Infestation mixte, pédiculose et phtiriase;B85
B86;Gale;B85-B89
B87;Myiase;B85-B89
B87.0;Myiase cutanée;B87
B87.1;Myiase des plaies cutanées;B87
B87.2;Myiase oculaire;B87
B87.3;Myiase rhinopharyngée;B87
B87.4;Myiase auriculaire;B87
B87.8;Myiase d'autres localisations;B87
B87.9;Myiase, sans précision;B87
B88;Autres infestations;B85-B89
B88.0;Autres acariases;B88
B88.1;Tungose [infestation par puce-chique];B88
B88.2;Autres infestations par arthropodes;B88
B88.3;Hirudiniase externe;B88
